"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1876","Verify cancelled safelist number is not added","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.safelist.SafelistNumbersTest","Test","ui.configuration.security.safelist.SafelistNumbersTest","cancelAddNumber"
"","46989","Verify TDoS toggle can be enabled","UI Regression","2026-08-12","broken","2026-08-12","ui.configuration.security.monitors.dos.TDosTest","Test","ui.configuration.security.monitors.dos.TDosTest","shouldEnableTDos"
"","1594","Verify invalid War Dialing values are rejected","UI Regression","2026-08-12","failed","2026-08-12","ui.configuration.security.monitors.WarDialingTest","Test","ui.configuration.security.monitors.WarDialingTest","shouldRejectInvalidValues"
"Verify Weekdays rule can be added successfully.","3680","testAddWeekdaysRule","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.policies.NewCountryCallTest","Test","ui.configuration.policies.NewCountryCallTest","testAddWeekdaysRule"
"","36537","Verify that a RoboCall entry added via CSV upload can be deleted successfully","UI Regression","2026-08-12","broken","2026-08-12","ui.configuration.security.botnet.RoboCallsTest","Test","ui.configuration.security.botnet.RoboCallsTest","deleteUploadedRoboCall"
"Verify range validation for Max No. of Calls.","3474","testRangeValidation","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.policies.CallRateRuleTest","Test","ui.configuration.policies.CallRateRuleTest","testRangeValidation"
"Verify all created IRSF Rules can be deleted successfully.","3066","testDeleteCreatedRules","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.policies.IrsfMonitorTest","Test","ui.configuration.policies.IrsfMonitorTest","testDeleteCreatedRules"
"","56","Verify DNO flag can be enabled successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.banned.BannedNumbersTest","Test","ui.configuration.security.banned.BannedNumbersTest","verifyEnableDnoFlag"
"","4165","Verify Enable checkbox can be updated","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.dno.DNONumbersTest","Test","ui.configuration.security.dno.DNONumbersTest","verifyEnableCheckbox"
"","896","Verify static blacklist codec can be deleted successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.codecs.BlackListedCodecsTest","Test","ui.configuration.security.codecs.BlackListedCodecsTest","deleteStaticPayloadCodec"
"","1204","Verify user can enable PAssert Rate Monitor, configure threshold values, and apply the configuration successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.dos.PAssertRateMonitorTest","Test","ui.configuration.security.monitors.dos.PAssertRateMonitorTest","shouldUpdatePAssertRateConfiguration"
"","2171","Verify dynamic payload codec can be added successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.codecs.AllowedCodecsTest","Test","ui.configuration.security.codecs.AllowedCodecsTest","addDynamicPayloadCodec"
"","1288","Verify validation error messages are displayed when PAssert Rate fields are left empty","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.dos.PAssertRateMonitorTest","Test","ui.configuration.security.monitors.dos.PAssertRateMonitorTest","shouldShowValidationErrorsForEmptyFields"
"","1157","Verify allowed codec can be deleted successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.codecs.AllowedCodecsTest","Test","ui.configuration.security.codecs.AllowedCodecsTest","deleteStaticPayloadCodec"
"","88","Verify RTP Monitor can be enabled successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.RTPMonitorTest","Test","ui.configuration.security.monitors.RTPMonitorTest","shouldEnableRTPMonitor"
"","192","Verify banned numbers can be uploaded using CSV file","UI Regression","2026-08-12","broken","2026-08-12","ui.configuration.security.banned.BannedNumbersTest","Test","ui.configuration.security.banned.BannedNumbersTest","uploadCSV"
"","1465","Verify Error Rate rule can be added successfully","UI Regression","2026-08-12","broken","2026-08-12","ui.configuration.security.ErrorRateTest","Test","ui.configuration.security.ErrorRateTest","addRule"
"","1567","Verify cancelling malicious user agent creation does not save the entry","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.endDevices.MaliciousUserAgentTest","Test","ui.configuration.security.endDevices.MaliciousUserAgentTest","cancelAdd"
"","2332","Verify user can add alternate banned IP address successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.banned.BannedIPAddressTest","Test","ui.configuration.security.banned.BannedIPAddressTest","addAltIPAddress"
"","197","Verify ACL rules can be deleted successfully","UI Regression","2026-08-12","broken","2026-08-12","ui.configuration.security.acl.UCApplicationACLTest","Test","ui.configuration.security.acl.UCApplicationACLTest","deleteACLRule"
"","68","Verify Wangiri Fraud monitoring can be enabled successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.WangiriFraudTest","Test","ui.configuration.security.monitors.WangiriFraudTest","shouldEnableWangiriFraud"
"","1493","Verify cancelling RTP Monitor configuration restores previous values","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.RTPMonitorTest","Test","ui.configuration.security.monitors.RTPMonitorTest","shouldCancelConfiguration"
"","154","Verify fields enabled and disabled when Auto Learn is enabled","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.FlashCallTest","Test","ui.configuration.security.monitors.FlashCallTest","shouldVerifyAutoLearnEnabledFields"
"Verify Holidays rule can be added successfully.","3906","testAddHolidaysRule","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.policies.NewCountryCallTest","Test","ui.configuration.policies.NewCountryCallTest","testAddHolidaysRule"
"","351","Verify device integrity records are displayed","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.endDevices.DeviceIntegrityTest","Test","ui.configuration.security.endDevices.DeviceIntegrityTest","verifyDeviceIntegrity"
"","1178","Verify Call Diversion rule creation can be cancelled successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.policies.CallDiversionTest","Test","ui.configuration.policies.CallDiversionTest","cancelRule"
"","32","Verify Incomplete Calls monitoring can be enabled successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.IncompleteCallsTest","Test","ui.configuration.security.monitors.IncompleteCallsTest","shouldEnableIncompleteCalls"
"","2347","Verify user can enable Flood Monitor, configure threshold values, and apply the configuration successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.dos.FloodMonitorTest","Test","ui.configuration.security.monitors.dos.FloodMonitorTest","shouldUpdateFloodMonitorConfiguration"
"","2036","Verify duplicate safelist user agent cannot be added","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.safelist.SafelistUserAgentTest","Test","ui.configuration.security.safelist.SafelistUserAgentTest","duplicateUserAgent"
"","1996","Verify dynamic payload blacklist codec can be added successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.codecs.BlackListedCodecsTest","Test","ui.configuration.security.codecs.BlackListedCodecsTest","addDynamicPayloadCodec"
