"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2977","Safelist User Agent UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.security.safelist.SafelistPagesTest","Test","smoke.configuration.security.safelist.SafelistPagesTest","safelistUserAgentUiPageLoadValidation"
"","4871","Send Blacklist Alerts UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.access.externalservices.ExternalServicesPagesTest","Test","smoke.configuration.access.externalservices.ExternalServicesPagesTest","sendBlacklistAlertsUiPageLoadValidation"
"","4804","UC Application Services UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.services.ServicesPagesTest","Test","smoke.configuration.services.ServicesPagesTest","ucApplicationServicesUiPageLoadValidation"
"","4737","Malicious Media Session UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.basicsetup.BasicSetupPagesTest","Test","smoke.configuration.basicsetup.BasicSetupPagesTest","maliciousMediaSessionUiPageLoadValidation"
"","5089","TDos UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.security.monitors.dos.DosPagesTest","Test","smoke.configuration.security.monitors.dos.DosPagesTest","tDosUiPageLoadValidation"
"","1690","Register Messages UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.messages.MessagePagesTest","Test","smoke.visibility.messages.MessagePagesTest","registerMessagesUiPageLoadValidation"
"","5103","User UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.groups.GroupPagesTest","Test","smoke.configuration.groups.GroupPagesTest","userUiPageLoadValidation"
"","4971","Per IP Address Variance UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.tollfraud.baselinebased.variance.VariancePagesTest","Test","smoke.configuration.tollfraud.baselinebased.variance.VariancePagesTest","perIPAddressVarianceUiPageLoadValidation"
"","6135","Per User Variance UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.tollfraud.baselinebased.variance.VariancePagesTest","Test","smoke.configuration.tollfraud.baselinebased.variance.VariancePagesTest","perUserVarianceUiPageLoadValidation"
"","1644","Audit Log UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.administration.AdministrationPagesTest","Test","smoke.administration.AdministrationPagesTest","auditLogUiPageLoadValidation"
"","1551","VLAN UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.statistics.networkgroup.NetworkGroupPagesTest","Test","smoke.visibility.statistics.networkgroup.NetworkGroupPagesTest","vlanUiPageLoadValidation"
"","1712","System Certificate UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.administration.certificates.CertificatePagesTest","Test","smoke.administration.certificates.CertificatePagesTest","systemCertificateUiPageLoadValidation"
"","1536","IP Group UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.statistics.networkgroup.NetworkGroupPagesTest","Test","smoke.visibility.statistics.networkgroup.NetworkGroupPagesTest","ipGroupUiPageLoadValidation"
"","3441","Call Cost Auto Upload UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.services.callcostrating.CallCostRatingPagesTest","Test","smoke.configuration.services.callcostrating.CallCostRatingPagesTest","callCostAutoUploadUiPageLoadValidation"
"","6544","System Stats UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.statistics.StatisticsPagesTest","Test","smoke.visibility.statistics.StatisticsPagesTest","systemStatsUiPageLoadValidation"
"","1844","Call Groups Chart UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.calls.CallPagesTest","Test","smoke.visibility.calls.CallPagesTest","callGroupsChartUiPageLoadValidation"
"","1613","SysLogs UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.system.logs.LogPagesTest","Test","smoke.configuration.system.logs.LogPagesTest","sysLogsUiPageLoadValidation"
"","5317","Error Groups Code UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.groups.GroupPagesTest","Test","smoke.configuration.groups.GroupPagesTest","errorCodeUiPageLoadValidation"
"","5496","Error Rate Tracking UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.security.SecurityPagesTest","Test","smoke.configuration.security.SecurityPagesTest","errorRateTrackingUiPageLoadValidation"
"","1774","Simultaneous Session UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.security.monitors.spit.SpitPagesTest","Test","smoke.configuration.security.monitors.spit.SpitPagesTest","simultaneousSessionUiPageLoadValidation"
"","1699","MOS Tracking UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.activity.ActivityPagesTest","Test","smoke.visibility.activity.ActivityPagesTest","mosTrackingUiPageLoadValidation"
"","1529","Traffic Capture UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.recording.RecordingPagesTest","Test","smoke.visibility.recording.RecordingPagesTest","trafficCaptureUiPageLoadValidation"
"","6603","Registrations Chart UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.registrations.RegistrationPagesTest","Test","smoke.visibility.registrations.RegistrationPagesTest","registrationsChartUiPageLoadValidation"
"","5608","Device Integrity UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.security.enddevices.EndDevicePagesTest","Test","smoke.configuration.security.enddevices.EndDevicePagesTest","deviceIntegrityUiPageLoadValidation"
"","4053","Registrations Groups Chart UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.registrations.RegistrationPagesTest","Test","smoke.visibility.registrations.RegistrationPagesTest","registrationsGroupsChartUiPageLoadValidation"
"","8553","Risk Score UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.tollfraud.riskscore.RiskScorePagesTest","Test","smoke.configuration.tollfraud.riskscore.RiskScorePagesTest","riskScoreUiPageLoadValidation"
"","1609","Password Policies UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.administration.usermanagement.UserManagementPagesTest","Test","smoke.administration.usermanagement.UserManagementPagesTest","passwordPoliciesUiPageLoadValidation"
"","1644","Fraud Numbers UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.security.botnet.BotnetPagesTest","Test","smoke.configuration.security.botnet.BotnetPagesTest","fraudNumbersUiPageLoadValidation"
"","2995","Registrations UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.registrations.RegistrationPagesTest","Test","smoke.visibility.registrations.RegistrationPagesTest","registrationsUiPageLoadValidation"
"","5281","DB Access UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.access.management.ManagementPagesTest","Test","smoke.configuration.access.management.ManagementPagesTest","dbAccessUiPageLoadValidation"
"","1650","Web Blacklist UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.security.botnet.BotnetPagesTest","Test","smoke.configuration.security.botnet.BotnetPagesTest","webBlacklistUiPageLoadValidation"
"","2044","Email Reports UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.report.ReportPagesTest","Test","smoke.report.ReportPagesTest","emailReportsUiPageLoadValidation"
"","1788","Registrations History UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.registrations.RegistrationPagesTest","Test","smoke.visibility.registrations.RegistrationPagesTest","registrationsHistoryUiPageLoadValidation"
"","5393","CMS UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.access.management.ManagementPagesTest","Test","smoke.configuration.access.management.ManagementPagesTest","cmsUiPageLoadValidation"
"","1770","Incomplete Calls UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.security.monitors.MonitorPagesTest","Test","smoke.configuration.security.monitors.MonitorPagesTest","incompleteCallsUiPageLoadValidation"
"","1784","ASR Tracking UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.activity.ActivityPagesTest","Test","smoke.visibility.activity.ActivityPagesTest","asrTrackingUiPageLoadValidation"
"","2116","Traffic Policer UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.basicsetup.BasicSetupPagesTest","Test","smoke.configuration.basicsetup.BasicSetupPagesTest","trafficPolicerUiPageLoadValidation"
"","1491","Active Calls Map UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.dashboard.DashboardPagesTest","Test","smoke.dashboard.DashboardPagesTest","activeCallsMapUiPageLoadValidation"
"","1872","Factory Defaults UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.administration.maintenance.MaintenancePagesTest","Test","smoke.administration.maintenance.MaintenancePagesTest","factoryDefaultsUiPageLoadValidation"
"","2020","Diameter UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.access.authentication.AuthenticationPagesTest","Test","smoke.configuration.access.authentication.AuthenticationPagesTest","diameterUiPageLoadValidation"
"","5136","User IP UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.groups.GroupPagesTest","Test","smoke.configuration.groups.GroupPagesTest","userIPUiPageLoadValidation"
"","1797","UC Presence UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.services.ucservices.UCServicesPagesTest","Test","smoke.configuration.services.ucservices.UCServicesPagesTest","ucPresenceUiPageLoadValidation"
"","5887","Call Cost Manual Upload UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.services.callcostrating.CallCostRatingPagesTest","Test","smoke.configuration.services.callcostrating.CallCostRatingPagesTest","callCostManualUploadUiPageLoadValidation"
"","1743","UC Application Security UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.security.SecurityPagesTest","Test","smoke.configuration.security.SecurityPagesTest","ucApplicationSecurityUiPageLoadValidation"
"","1682","Conferences UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.visibility.activity.ActivityPagesTest","Test","smoke.visibility.activity.ActivityPagesTest","conferencesUiPageLoadValidation"
"","5091","Regional UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.configuration.groups.GroupPagesTest","Test","smoke.configuration.groups.GroupPagesTest","regionalUiPageLoadValidation"
"","2323","UC Analytics UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.dashboard.DashboardPagesTest","Test","smoke.dashboard.DashboardPagesTest","ucAnalyticsUiPageLoadValidation"
"","4654","Manage Users UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.administration.usermanagement.UserManagementPagesTest","Test","smoke.administration.usermanagement.UserManagementPagesTest","manageUsersUiPageLoadValidation"
"","1776","Tap TLS Certificate UI page load validation","UI Smoke","2026-08-11","passed","2026-08-11","smoke.administration.certificates.tls.TLSCertificatePagesTest","Test","smoke.administration.certificates.tls.TLSCertificatePagesTest","tapTLSCertificateUiPageLoadValidation"
